datetime,open,high,low,close,volume,ema_30,ema_10,ema_50,ema_200,volume_20_sma,return_30,atr_14,atr_30_ma,atr_6
2020-01-01,370.1,389.7,370.1,384.7,678029,,,,,,,,,
2020-01-03,385.85,388.0,377.25,386.45,286109,,,,,,,,,
2020-01-05,383.65,384.55,365.4,367.25,315307,,,,,,,,,
2020-01-07,370.0,383.9,365.1,379.85,468114,,,,,,,,,
2020-01-09,386.8,399.0,381.6,394.7,1091634,,,,,,,,,
2020-01-13,398.95,400.0,385.4,389.15,455269,,,,,,,,,
2020-01-15,388.85,394.75,383.1,384.5,344742,,,,,,,,,15.653367600141785
2020-01-17,384.0,395.0,376.1,391.15,329455,,,,,,,,,16.403945523286627
2020-01-19,398.0,398.2,387.5,393.8,298396,,,,,,,,,15.165193899724658
2020-01-21,391.0,396.0,386.95,391.1,313438,,386.265,,,,,,,13.900982224169123
2020-01-23,386.7,406.2,386.7,399.5,946298,,388.6713636363636,,,,,,,15.013893187275219
2020-01-27,398.0,409.6,395.3,400.85,635665,,390.88566115702474,,,,,,,14.876407000442981
2020-01-29,403.8,404.7,392.0,393.85,483009,,391.4246318557475,,,,,,,14.467850128300368
2020-01-31,395.65,398.5,371.45,376.0,566057,,388.6201533365207,,,,,,,16.78107839357205
2020-02-02,375.8,414.9,375.0,409.4,814556,,392.39830727533507,,,,,18.851587214822835,,20.959689677452598
2020-02-04,420.0,423.0,400.5,408.3,1922792,,395.289524134365,,,,,19.239978978776662,,21.234227041614297
2020-02-06,412.95,412.95,393.2,404.7,1128792,,397.0005197462986,,,,,19.29243588607982,,20.97271101728805
2020-02-10,408.25,418.8,404.0,413.3,1400793,,399.9640616106079,,,,,18.84445517417148,,19.895366432268517
2020-02-12,415.5,432.5,407.1,427.6,1271078,,404.9887776814065,,,,,19.48018190519851,,20.84861018381553
2020-02-14,430.0,464.9,424.05,459.85,2016075,,414.9635453756962,,,788280.4,,21.500905913772023,,24.289890190537214
2020-02-16,459.9,462.35,445.7,454.3,436983,,422.1156280346605,,,776228.1,,21.052575996178305,,22.982472403533443
2020-02-18,453.7,499.0,431.75,483.5,2363708,,433.2764229374495,,,880108.05,,25.234438283589938,,30.52432882367668
2020-02-20,480.0,491.7,476.65,483.9,497872,,442.48070967609505,,,889236.3,,24.32979942267239,,27.897695376078648
2020-02-24,481.7,518.1,465.0,506.35,3051316,,454.09330791680503,,,1018396.4,,26.841631389411965,,32.162455774958886
2020-02-26,500.25,520.8,473.0,494.3,3000093,,461.403615568295,,,1113819.35,,28.642838062488114,,34.80191521013277
2020-02-28,470.0,482.0,458.0,461.9,888153,,461.49386728315045,,,1135463.55,,29.29149647161353,,35.054241038162196
2020-03-01,483.0,524.0,470.4,505.1,2380603,,469.4222550498504,,,1237256.6,,32.03435512303306,,39.601590891325706
2020-03-03,512.8,542.5,498.15,521.8,3601357,,478.945481404423,,,1400851.7,,33.05158522482097,,40.398795726259024
2020-03-05,527.0,530.0,488.05,519.0,1648612,,486.22812114907333,,,1468362.5,,33.778446232489394,,40.65890769356699
2020-03-09,508.8,508.8,463.45,490.6,988007,429.225,487.02300821287815,,,1502090.95,,35.538787289278716,,43.15336656011106
2020-03-11,490.6,509.0,390.0,439.5,2898208,429.8879032258065,478.38246126508204,,,1599686.45,14.244866129451527,42.22403297616766,,55.84795086558017
2020-03-13,377.0,484.6,370.1,468.7,1434867,432.3919094693029,476.62201376233986,,,1639646.55,21.283477810842278,47.96356998150851,,65.65773060263382
2020-03-15,441.0,448.9,419.3,429.25,856985,432.1892056325737,468.0089203510053,,,1658345.35,16.88223281143635,48.07673554239757,,62.94015857813061
2020-03-17,425.0,447.0,358.5,363.1,1566974,427.7318375272464,448.93457119627703,,,1708391.2,-4.409635382387789,51.238133019415656,,67.21054299034982
2020-03-19,335.0,399.0,310.0,377.9,3090167,424.5168802674241,436.0191946151357,,,1822171.75,-4.256397263744615,54.17150482429655,,70.84951207852518
2020-03-23,331.0,388.0,311.0,336.15,1566773,418.8157912179129,417.86115923056553,,,1804370.8,-13.619426956186565,55.933822052973824,,71.87633180228259
2020-03-25,336.15,417.0,328.0,388.2,2037378,416.84057888127336,412.46822118864446,,,1849800.1,0.9622886866059721,58.47182611453284,,74.73430862558038
