datetime,open,high,low,close,volume,ema_30,ema_10,ema_50,ema_200,volume_20_sma,return_30,atr_14,atr_30_ma,atr_6
2020-01-01 05:30:00,532.9,538.0,529.55,536.6,2611808,,,,,,,,,
2020-01-02 05:30:00,537.0,541.0,533.5,539.85,2776519,,,,,,,,,
2020-01-03 05:30:00,538.95,539.0,530.4,532.75,1930883,,,,,,,,,
2020-01-06 05:30:00,529.9,530.0,520.5,524.5,2059404,,,,,,,,,
2020-01-07 05:30:00,528.9,532.0,523.05,526.65,2111349,,,,,,,,,
2020-01-08 05:30:00,520.9,526.45,519.0,524.65,1612378,,,,,,,,,
2020-01-09 05:30:00,529.85,542.45,525.7,541.25,2897598,,,,,,,,,11.28918823112374
2020-01-10 05:30:00,544.1,547.6,539.25,546.6,2355888,,,,,,,,,10.609687281664552
2020-01-13 05:30:00,548.9,557.0,546.6,554.95,3442869,,,,,,,,,10.564148547197009
2020-01-14 05:30:00,554.95,563.75,554.95,562.5,2793249,,539.03,,,,,,,10.19944102894787
2020-01-15 05:30:00,562.0,571.0,556.7,569.75,2564513,,544.6154545454544,,,,,,,11.01450488772794
2020-01-16 05:30:00,569.25,569.8,564.05,567.45,2243200,,548.7671900826444,,,,,,,10.000632342822476
2020-01-17 05:30:00,566.8,574.0,565.15,569.3,2646260,,552.5004282494363,,,,,,,9.784634714219928
2020-01-20 05:30:00,569.0,574.0,564.35,567.2,1847978,,555.1730776586296,,,,,,,9.759882121889035
2020-01-21 05:30:00,564.0,564.9,550.1,552.8,3101684,,554.7416089934242,,,,,10.712874506958098,,11.086565948783456
2020-01-22 05:30:00,553.5,556.5,549.0,553.6,1862669,,554.5340437218924,,,,,10.370847968132901,,10.447314008731093
2020-01-23 05:30:00,553.5,567.4,549.55,566.5,2113303,,556.7096721360938,,,,,11.140097015752202,,11.751643437783049
2020-01-24 05:30:00,566.1,572.0,564.1,567.75,2284717,,558.7170044749857,,,,,10.816998143653356,,11.079402798378435
2020-01-27 05:30:00,565.0,582.5,563.0,578.3,3654906,,562.2775491158974,,,,,11.659035919657619,,12.537607339693258
2020-01-28 05:30:00,581.25,589.75,568.5,572.5,3689004,,564.1361765493706,,,2530008.95,,12.565954794518264,,14.036592307645941
2020-01-29 05:30:00,577.5,580.7,572.15,577.75,1934080,,566.6114171767578,,,2496122.55,,12.19479264169753,,13.097669339624865
2020-01-30 05:30:00,578.0,587.55,563.85,567.85,2901951,,566.8366140537108,,,2502394.15,,13.236261810120327,,14.903987873796032
2020-01-31 05:30:00,570.8,577.0,565.3,567.15,2352196,,566.8935933166724,,,2523459.8,,13.099802430105461,,14.360138650291457
2020-02-01 05:30:00,566.0,581.2,528.95,545.2,4034237,,562.9493036227319,,,2622201.45,,16.51787793138392,,20.771900694065884
2020-02-03 05:30:00,545.0,565.75,535.2,558.7,3818209,,562.1767029640533,,,2707544.45,,17.723828278809425,,22.42234504131742
2020-02-04 05:30:00,562.0,578.8,558.8,576.9,2793702,,564.8536660614982,,,2766610.65,,17.925120060419186,,22.03118718464336
2020-02-05 05:30:00,580.25,589.85,577.4,584.35,3320830,,568.3984540503167,,,2787772.25,,17.509189748700923,,20.504318026750372
2020-02-06 05:30:00,585.0,589.15,576.05,580.15,2207104,,570.5350987684409,,,2780333.05,,17.145005771192647,,19.26121575918749
2020-02-07 05:30:00,579.0,581.5,561.3,569.1,4083215,,570.2741717196334,,,2812350.35,,17.39455091374614,,19.418634752861717
2020-02-10 05:30:00,566.8,567.0,526.05,528.4,9648880,557.0333333333333,562.6606859524273,,,3155131.9,,19.468924697040197,,23.37720725756643
2020-02-11 05:30:00,533.2,537.7,522.7,524.05,5404802,554.905376344086,555.6405612338042,,,3297146.35,-2.3387998509131647,19.110963692334096,,21.97509935966155
2020-02-12 05:30:00,526.65,534.3,523.9,531.0,3426829,553.3630939993063,551.1604591912943,,,3356327.8,-1.6393442622950838,18.4192137161927,,20.03911968242032
2020-02-13 05:30:00,530.45,538.0,528.3,533.6,3392352,552.0880556767704,547.9676484292407,,,3393632.4,0.15954950727359307,17.732292182945496,,18.310877094713526
2020-02-14 05:30:00,535.25,536.95,520.65,523.0,3507540,550.2114069234304,543.4280759875605,,,3476610.5,-0.28598665395614953,17.62027636843191,,17.974911856963434
2020-02-17 05:30:00,524.1,525.4,516.0,522.75,2652464,548.4397032509511,539.668425808004,,,3454149.5,-0.7405297636001063,16.98171877434142,,16.542850508784873
2020-02-18 05:30:00,520.5,524.9,514.1,523.2,2868873,546.8113352992768,536.6741665701851,,,3504459.7,-0.2763747260077998,16.504501620297273,,15.584085570409604
2020-02-19 05:30:00,528.15,529.65,521.8,526.4,1952880,545.4944749573881,534.8061362846969,,,3496438.55,-2.7436489607390313,15.840222842802248,,14.293250157435477
2020-02-20 05:30:00,525.9,533.0,523.0,524.85,2077458,544.162573347234,532.9959296874792,,,3486075.6,-3.979143798024154,15.394329993164485,,13.576866217015716
2020-02-24 05:30:00,522.0,522.0,511.1,513.2,1911411,542.1649879699931,529.3966697443012,,,3398900.85,-7.523200288314258,15.26940234475153,,13.605750146372035
2020-02-25 05:30:00,515.55,519.5,506.1,508.95,2105613,540.0220855203162,525.6790934271555,,,3319731.3,-9.520000000000007,15.128017636334361,,13.571430434864736
2020-02-26 05:30:00,507.7,512.45,500.0,503.0,3058370,537.6335638738442,521.5556218949454,,,3375945.8,-11.715664765247913,14.926324166781749,,13.384398109738507
2020-02-27 05:30:00,504.0,504.0,487.55,493.5,6039260,534.7862371723058,516.454599732228,,,3532811.25,-13.03198519693366,15.040634800149814,,13.895621612399472
2020-02-28 05:30:00,485.0,485.0,453.6,457.05,8613275,529.7709960644152,505.6537634172774,,,3845865.2,-19.717196557175466,16.8989777849591,,18.231733423092518
2020-03-02 05:30:00,453.55,472.45,444.35,458.3,9225488,525.1599640602594,497.04398825049964,,,4105427.75,-19.19957686882934,17.73352626971648,15.40271882750303,19.877092358221212
2020-03-03 05:30:00,462.0,471.0,455.25,466.25,4582866,521.3593212176621,491.44508129586336,,,4143660.6,-15.656657018813302,17.58619422539048,15.631829484784108,19.189017864762175
2020-03-04 05:30:00,466.05,477.0,457.5,474.65,5912943,518.3458166229742,488.39143015116093,,,4299622.65,-14.26119942196532,17.727943699887692,15.877066009175934,19.240862396412496
2020-03-05 05:30:00,472.7,482.5,469.0,479.3,4081050,515.8267316795566,486.7384428509498,,,4337633.65,-15.392762577228591,17.415617417450417,16.086250022565874,18.283833931221412
2020-03-06 05:30:00,458.85,473.75,456.5,471.0,4502562,512.934684474424,483.87690778714074,,,4452406.55,-17.040951122853365,17.812402569551296,16.319430170095806,19.036671225491602
2020-03-09 05:30:00,453.55,465.7,441.0,463.2,4540695,509.72599515349344,480.1174700076606,,,4475280.55,-19.903164447518584,18.708501131289935,16.55441234381688,20.86418186248279
2020-03-11 05:30:00,462.85,469.65,449.7,451.6,5104926,505.97593095004225,474.9324754608132,533.197,,4248082.85,-21.117903930131,18.799591885792985,16.762200246859372,20.71179812514436
2020-03-12 05:30:00,427.9,435.95,399.65,423.35,9408371,500.6452257274589,465.5538435588471,528.889274509804,,4448261.3,-26.724361748160963,21.227173413194695,17.06327960590928,25.91873726785282
2020-03-13 05:30:00,400.5,449.75,345.65,428.85,6230433,496.01327568052614,458.88041745723854,524.9661657054979,,4588441.5,-24.47829532446949,27.284984821944903,17.5315703729701,38.950141017747264
2020-03-16 05:30:00,421.0,428.6,388.8,391.8,3156668,489.28983853984704,446.6839779195588,519.7439631288117,,4576657.3,-30.91774662787622,28.216522985462053,18.035461058148652,39.13346483736214
2020-03-17 05:30:00,392.0,408.0,369.95,373.4,4526918,481.81307476308274,433.3596182978208,514.0049841825838,,4627626.2,-31.511371973587686,28.933020943262157,18.44929915854459,38.95287588068093
2020-03-18 05:30:00,379.0,383.7,339.1,346.4,6596185,473.0767473590129,417.54877860730795,507.4322397048354,,4824812.25,-37.99892607839629,30.072930872035744,18.86093591165214,39.89411311222008
2020-03-19 05:30:00,331.75,331.8,302.0,314.2,10486203,462.8266346261734,398.75809158779737,499.85450481444974,,5205678.75,-45.53648812619171,31.113965849181675,19.300564104610885,40.64512742515893
2020-03-20 05:30:00,316.0,328.2,308.25,322.6,8819560,453.77975497287196,384.9111658445615,492.9033477629027,,5549012.75,-44.79336014374946,30.303768014129812,19.727050046791852,37.19581258547743
2020-03-23 05:30:00,299.0,303.9,280.6,293.4,6001458,443.43267400688023,368.2727720546412,485.0796870663183,,5745212.75,-49.4268723605964,31.151623820799816,20.193937315112084,37.99653504352242
2020-03-24 05:30:00,300.0,309.9,264.4,269.0,6695822,432.1789531032106,350.2231771356156,476.60597384803134,,5984433.3,-52.73238446670181,32.190630170447115,20.68713995700212,39.24714449646485
2020-03-25 05:30:00,263.4,288.35,245.4,277.85,9393738,422.22224645139056,337.06441765641273,468.81162193242227,,6348839.55,-47.41672975018925,32.968980368960175,21.13714181273279,39.864300223591314
2020-03-26 05:30:00,277.85,294.0,273.1,285.5,7557611,413.4014563577525,327.68906899161044,461.62293087624886,,6573801.6,-45.52046560442705,32.09668727025952,21.569999265330303,36.7035274253874
2020-03-27 05:30:00,297.0,305.0,280.8,294.5,9505256,405.73039465725236,321.6546928113176,455.06909044972934,,6747101.4,-44.53860640301318,31.526432299233086,22.006906551431648,34.6195753678881
2020-03-30 05:30:00,281.7,284.85,270.0,274.4,8942943,397.2574659696877,313.0629304819871,447.9840280791517,,6763584.8,-48.575712143928044,31.01942076929257,22.449810837643216,32.93295868684698
2020-03-31 05:30:00,283.85,287.2,277.8,284.95,6236769,390.0118230039014,307.95148857617124,441.5905367819301,,6614148.85,-45.51625239005737,29.70570632950638,22.852658503012364,29.577431110227014
2020-04-01 05:30:00,281.0,283.0,265.5,272.85,5980392,382.45299571332714,301.56939974414007,434.97326082969755,,6684025.15,-47.80487804878049,28.96671687622142,23.2521584397417,27.889511479042596
2020-04-03 05:30:00,274.0,290.0,271.35,280.7,6961905,375.88828631246736,297.7749634270237,428.9233290324545,,6736473.25,-46.3493883792049,28.223797660172213,23.642801641070868,26.34958191623049
2020-04-07 05:30:00,295.5,323.8,292.75,321.0,10795410,372.3471065503727,301.997697349383,424.69104161941704,,7072191.25,-39.01975683890577,29.29442713468791,24.091275117467053,29.141334856136847
2020-04-08 05:30:00,315.0,350.4,312.8,326.4,8451196,369.38277709551,306.43447964949513,420.8364909676752,,7269622.95,-37.81080308659618,29.891850151776698,24.574525789420797,30.551119362586764
2020-04-09 05:30:00,335.75,391.65,332.4,381.4,11027462,370.1580817990255,320.0645742586778,419.2899619101193,,7593961.3,-25.681995323460647,32.43389970304608,25.146675701363947,36.334290004876515
2020-04-13 05:30:00,380.0,380.0,355.0,362.85,7717757,369.68659265070136,327.84374257528185,417.07663007050684,,7724602.85,-28.70615974064249,32.00029862924351,25.709085067794252,34.67856930922935
2020-04-15 05:30:00,373.05,379.9,349.3,353.15,11300959,368.61971570549485,332.44488028886695,414.56970340107523,,7819232.25,-29.79125248508947,31.899715478318,26.274864778178788,33.99880580932478
2020-04-16 05:30:00,343.1,360.45,343.0,356.7,6155773,367.85070178901134,336.8549020545275,412.30030326769975,,7815499.25,-27.720364741641333,30.862211768868615,26.802250677136087,31.240664919855792
