datetime,open,high,low,close,volume,ema_30,ema_50,volume_20_sma,return_30,atr_14,atr_30_ma,atr_6
2020-01-01 05:30:00,766.0,766.8,760.35,762.1,746371,,,,,,,
2020-01-02 05:30:00,762.1,769.15,761.0,766.05,1133488,,,,,,,
2020-01-03 05:30:00,766.0,779.9,763.55,775.1,2121704,,,,,,,
2020-01-06 05:30:00,774.85,778.8,768.15,770.4,1734439,,,,,,,
2020-01-07 05:30:00,770.0,778.5,760.6,777.1,1937143,,,,,,,
2020-01-08 05:30:00,770.1,784.9,767.1,769.8,2596664,,,,,,,
2020-01-09 05:30:00,770.5,776.45,762.2,773.65,1678891,,,,,,,14.743909316489946
2020-01-10 05:30:00,779.0,781.9,772.45,776.25,1105725,,,,,,,13.520028392902242
2020-01-13 05:30:00,779.9,788.7,775.05,785.85,1393509,,,,,,,13.548254914114993
2020-01-14 05:30:00,785.85,797.8,783.7,796.25,1628535,,,,,,,13.662318767353973
2020-01-15 05:30:00,796.15,803.65,788.5,795.15,1759644,,,,,,,13.958023624831986
2020-01-16 05:30:00,793.0,795.7,781.1,782.85,1110008,,,,,,,14.08165960487981
2020-01-17 05:30:00,783.5,786.75,775.5,778.45,989312,,,,,,,13.550098186952553
2020-01-20 05:30:00,778.5,785.45,774.55,778.2,1620105,,,,,,,13.062877632888721
2020-01-21 05:30:00,777.25,783.4,775.0,778.9,976954,,,,,12.76318200612127,,12.22008948628565
2020-01-22 05:30:00,780.0,790.45,776.2,778.75,1192201,,,,,12.921461207879085,,12.581890789413713
2020-01-23 05:30:00,777.25,780.45,766.9,768.95,2018777,,,,,12.986107957292754,,12.752468514227836
2020-01-24 05:30:00,765.1,788.75,763.3,787.3,2364265,,,,,14.228993414543664,,14.968612563576482
2020-01-27 05:30:00,786.0,796.25,779.65,791.5,1175606,,,,,14.458922780578504,,15.251121809830257
2020-01-28 05:30:00,792.5,795.75,784.6,794.25,1506685,,,1539501.3,,14.146031970017162,,14.54551541852442
2020-01-29 05:30:00,796.9,807.2,793.55,804.15,2565136,,,1630439.55,,14.10018775530868,,14.39226546891585
2020-01-30 05:30:00,805.6,807.95,784.0,791.35,2493688,,,1698449.55,,14.991807997180882,,16.020616213786354
2020-01-31 05:30:00,796.85,802.5,783.0,796.6,3081521,,,1746440.4,,15.392250865473303,,16.61121151094171
2020-02-01 05:30:00,796.95,812.0,765.7,807.55,6476968,,,1983566.85,,18.090705194542238,,21.63517941103156
2020-02-03 05:30:00,808.0,818.7,790.5,793.15,3383074,,,2055863.4,,18.9595194425408,,22.743254783635734
2020-02-04 05:30:00,794.3,813.0,794.3,811.1,1779834,,,2015021.9,,19.034954402186735,,22.255937300727652
2020-02-05 05:30:00,810.0,816.0,807.0,814.05,1613898,,,2011772.25,,18.196011489876707,,20.02714480786161
2020-02-06 05:30:00,812.7,825.95,810.05,817.7,1553656,,,2034168.8,,18.006368801662997,,19.334243307591407
2020-02-07 05:30:00,817.7,825.45,814.25,824.45,1397438,,,2034365.25,,17.450395157959687,,17.970261744933257
2020-02-10 05:30:00,827.0,827.1,811.5,813.65,1098971,788.6866666666667,,2007887.05,,17.300781280942722,,17.57321092394515
2020-02-11 05:30:00,813.0,821.85,811.05,819.95,1143705,790.7036559139785,,1977090.1,7.590867340244056,16.78006850181667,,16.43956671070674
2020-02-12 05:30:00,820.0,826.45,816.8,821.5,1394424,792.6905168227541,,1991310.9,7.238430911820393,16.213859653953072,,15.30398568796328
2020-02-13 05:30:00,822.8,830.0,814.35,828.0,1737974,794.9685479954796,,2028744.0,6.824925816023741,16.169437375679244,,15.361823945802067
2020-02-14 05:30:00,827.0,838.0,825.05,834.15,2143044,797.4963836086745,,2054890.95,8.274922118380058,15.91765362358854,,14.958870922221974
2020-02-17 05:30:00,835.95,837.0,827.45,833.25,793328,799.8030685371472,,2045709.65,7.225582293141164,15.423009235050063,,14.055557265567778
2020-02-18 05:30:00,825.35,840.0,825.35,838.8,1507814,802.3189995992667,,2061490.3,8.963367108339826,15.363334364570415,,14.154799070795631
2020-02-19 05:30:00,839.0,844.85,836.05,840.9,881874,804.8080963993141,,2004645.15,8.692561235700902,14.859563735218089,,13.261071660228875
2020-02-20 05:30:00,840.15,845.9,826.95,829.6,1066232,806.4075740509712,,1939743.5,6.8727858293075705,15.171862825759312,,14.210342434435347
2020-02-24 05:30:00,828.95,843.9,815.75,820.1,2917544,807.2909563702634,,2026840.4,4.358338105236359,16.157874249681843,,16.53589714383363
2020-02-25 05:30:00,822.0,826.8,809.05,822.1,2479975,808.2463785399239,,2075504.9,3.2464678178963924,16.278288260932115,,16.738412964592612
2020-02-26 05:30:00,820.0,825.5,808.2,811.45,2212784,808.4530637954127,,2057887.3,2.049927686600017,16.355237935474698,,16.832074529079804
2020-02-27 05:30:00,807.0,819.7,800.2,809.15,1907768,808.4980274215152,,2028591.3,3.359519703646918,16.591167216198716,,17.27698102800093
2020-02-28 05:30:00,789.8,808.0,732.05,744.4,5959364,804.3626708136755,,2172483.45,-4.3740766908600515,21.114459103131257,,27.252197326171977
2020-03-02 05:30:00,742.0,754.45,734.4,744.55,3784522,800.5037888256965,,2037861.15,-4.324081213055786,21.035150026285443,16.215288261048222,26.051358290174775
2020-03-03 05:30:00,750.0,757.65,742.1,752.3,2168900,797.3938669659741,,1977152.45,-3.4150725381948965,20.627724937368935,16.47743969208981,24.300557445664904
2020-03-04 05:30:00,754.0,774.85,748.0,771.3,2685540,795.7103916778468,,2022437.75,-0.956661316211882,21.08858895607273,16.749677283696265,24.72558075157866
2020-03-05 05:30:00,769.95,784.0,752.35,756.1,2126955,793.1548825373405,,2048090.6,-1.6711099551336317,21.8687805770561,17.045766371021713,25.879913649332387
2020-03-06 05:30:00,746.1,749.75,731.4,740.4,2004893,789.7513417284799,,2070652.45,-5.957068461831572,22.07741839432499,17.30738053701442,25.683224026827858
2020-03-09 05:30:00,715.0,730.0,696.55,704.8,3429034,784.270610004062,,2172232.25,-10.953885028427045,23.678257212108644,17.61469168473209,28.711499198872655
2020-03-11 05:30:00,681.0,713.9,666.0,708.55,4626235,779.3854093586386,789.839,2348595.45,-10.790053509600261,25.455445159303718,17.99167212437498,31.910004426329248
2020-03-12 05:30:00,676.0,690.0,637.1,649.85,3796969,771.0282861742104,784.3492352941178,2481258.65,-19.187962444817508,28.823594694828966,18.48245235569232,38.500727909065446
2020-03-13 05:30:00,603.25,670.0,525.9,655.95,4553639,763.603880614584,779.3139711649367,2639219.4,-17.110001895495042,37.250032551222326,19.224393174160365,56.10221837138425
2020-03-16 05:30:00,634.8,634.8,591.0,603.4,6499358,753.268146381385,772.4153840604293,2877288.6,-24.253075571177508,39.27146193824563,20.020366876586117,57.57696117882483
2020-03-17 05:30:00,600.0,617.95,583.3,595.45,3333751,743.0863304858118,765.4755650776675,2936823.95,-26.264627577239786,38.93472773569363,20.71516762795783,53.755557976451456
2020-03-18 05:30:00,600.0,611.25,570.65,579.65,3548532,732.5420510996304,758.1882880157982,3074584.15,-26.917985248691924,39.05589087641907,21.38504667575377,51.56284878368784
2020-03-19 05:30:00,549.65,577.65,523.0,530.0,4932164,719.4748219964285,749.2397277014531,3245801.65,-34.65663913204291,40.33431585125359,22.09502539072266,52.410744763033456
2020-03-20 05:30:00,525.1,595.45,525.1,576.35,6316078,710.240962512788,742.4597383798276,3517511.85,-29.199680609299172,42.51263157197907,22.90557939345941,55.40073066795125
2020-03-23 05:30:00,540.0,542.0,471.4,487.2,2912769,695.851222995834,732.4495525610109,3609838.7,-40.41824630059925,47.038694789504554,23.873323593054128,63.65919548428153
2020-03-24 05:30:00,487.0,533.95,487.0,503.5,4082147,683.4414666735221,723.471138735089,3668068.85,-38.928982958335865,47.03227214987447,24.859386159451287,60.874258399226484
2020-03-25 05:30:00,509.0,542.85,507.05,526.7,3664272,673.3291139849078,715.7546234905757,3727283.7,-35.26700669821176,46.476524169499065,25.831910922403164,57.28680559947497
2020-03-26 05:30:00,539.35,564.9,513.0,515.2,5979874,663.1272356633009,707.8897362948669,3915638.2,-37.166900420757365,46.86850927456087,26.834858948161305,56.38898873266264
2020-03-27 05:30:00,525.0,538.8,498.0,504.1,4672189,652.8674140076041,699.8979819303623,4053859.25,-38.636640292148506,46.43027518194691,27.84207279909443,53.7907855185997
2020-03-30 05:30:00,494.0,532.35,485.65,526.8,4138338,644.7340324587265,693.1098257762304,3962807.95,-36.376811594202906,46.44973791734948,28.85141615048344,52.60897336714271
2020-03-31 05:30:00,537.0,575.25,527.85,565.5,3652957,639.6221593968731,688.1055188830449,3956229.7,-32.20643769106276,46.5939671557325,29.87395993488824,51.91580402025519
2020-04-01 05:30:00,560.0,560.3,510.0,511.2,4114437,631.3368587906233,681.168047554298,4053506.55,-38.64986498649865,47.23570397337009,30.934383092832242,52.51317512951054
2020-04-03 05:30:00,513.75,533.15,510.1,520.9,5826215,624.2119001589703,674.8830260815804,4210540.3,-37.89938006676204,45.49406228143725,31.938740690061138,47.60261091849611
2020-04-07 05:30:00,536.5,557.65,535.75,549.85,3532484,619.4143582132303,669.9797701568125,4280816.75,-34.61172553216792,44.86475847179197,32.93891384794693,45.79383168171224
2020-04-08 05:30:00,539.95,569.8,537.0,558.9,4113059,615.5102060704413,665.6237007388983,4386225.05,-32.63018322082932,43.99693580337997,33.89974961386762,43.6281823419241
2020-04-09 05:30:00,570.0,582.7,537.55,545.25,5917546,610.9772895497676,660.9031634550199,4510650.65,-33.514205584684795,44.07983455051988,34.83048162389556,43.881819665129676
2020-04-13 05:30:00,551.0,551.0,521.75,526.85,3822647,605.5497224820407,655.6461766528622,4470471.25,-35.91412236954141,43.0141502498389,35.72167702352578,41.44317466658019
