datetime,open,high,low,close,volume,ema_30,volume_20_sma,return_30,atr_14,atr_30_ma
2020-01-01,197.2,206.4,195.8,205.2,10089766,,,,,
2020-01-03,204.95,205.8,202.25,203.7,2007255,,,,,
2020-01-05,202.85,202.85,196.35,196.9,2119635,,,,,
2020-01-07,198.1,204.6,195.65,201.75,8494405,,,,,
2020-01-09,203.9,214.0,203.85,212.1,10899584,,,,,
2020-01-13,212.6,214.8,208.8,209.3,6351393,,,,,
2020-01-15,209.0,214.4,206.65,209.2,6483162,,,,,
2020-01-17,209.65,212.4,208.6,210.45,1966713,,,,,
2020-01-19,211.4,211.75,206.65,207.35,1743325,,,,,
2020-01-21,206.0,212.2,205.7,210.0,6919611,,,,,
2020-01-23,210.0,216.9,209.45,215.5,8190588,,,,,
2020-01-27,214.6,220.25,214.05,216.15,7995376,,,,,
2020-01-29,216.75,218.25,208.7,209.75,6380526,,,,,
2020-01-31,210.55,211.75,194.0,195.35,6206277,,,,,
2020-02-02,196.05,202.45,196.05,201.2,4031542,,,,8.172729114637859,
2020-02-04,202.8,210.0,202.45,207.5,7762259,,,,8.239505233456567,
2020-02-06,207.25,212.0,204.55,210.35,5526482,,,,8.158302692534917,
2020-02-10,209.8,213.45,206.15,211.25,6177582,,,,8.072713702288878,
2020-02-12,212.0,214.0,207.9,208.8,4212273,,,,7.881408956988804,
2020-02-14,208.4,212.25,205.0,205.25,3183417,,5837058.55,,7.821703103014969,
2020-02-16,205.35,206.35,202.3,203.85,1396833,,5402411.9,,7.473115154408931,
2020-02-18,203.25,206.4,197.75,205.1,5635145,,5583806.4,,7.579648591251566,
2020-02-20,204.95,210.25,200.1,206.2,3823938,,5669021.55,,7.807961602320093,
2020-02-24,206.85,214.0,202.0,211.8,14092228,,5948912.7,,8.173954742506611,
2020-02-26,211.9,216.05,210.05,211.35,9780283,,5892947.65,,7.98712045869741,
2020-02-28,207.75,209.4,203.25,208.2,7649986,,5957877.3,,7.996682782738833,
2020-03-01,208.6,216.55,199.8,201.55,5187023,,5893070.35,,8.728478179539277,
2020-03-03,203.9,213.0,203.65,207.65,8090692,,6199269.3,,8.953266564240336,
2020-03-05,208.2,211.9,195.4,204.7,4999161,,6362061.1,,9.569716393598949,
2020-03-09,199.8,203.25,191.45,192.85,3904654,206.67666666666668,6211313.25,,9.867286075678521,
2020-03-11,194.1,196.45,169.1,177.35,11566342,204.784623655914,6380100.95,-13.57212475633528,11.267651994908325,
2020-03-13,166.0,190.7,152.05,189.25,3952587,203.7823898716615,6177961.5,-7.093765341188019,13.44212306931847,
2020-03-15,180.0,184.05,172.15,180.0,5362627,202.24804213800596,6127066.55,-8.583037074657184,13.730299791605592,
