datetime,open,high,low,close,volume
2020-01-01 05:30:00,530.65,530.7,521.0,522.95,45551
2020-01-02 05:30:00,523.0,534.85,521.35,528.85,74931
2020-01-03 05:30:00,528.9,532.0,523.05,525.85,196706
2020-01-06 05:30:00,525.0,525.0,510.2,515.05,105233
2020-01-07 05:30:00,519.5,522.75,514.5,517.85,91187
2020-01-08 05:30:00,513.6,523.9,507.0,511.5,118575
2020-01-09 05:30:00,514.95,527.1,514.95,522.05,692636
2020-01-10 05:30:00,530.0,564.0,521.0,540.65,451021
2020-01-13 05:30:00,548.7,549.0,537.05,541.75,359470
2020-01-14 05:30:00,542.65,544.0,533.2,539.5,437981
2020-01-15 05:30:00,536.0,573.0,535.55,554.65,589298
2020-01-16 05:30:00,557.9,558.75,537.15,548.75,327925
2020-01-17 05:30:00,547.0,561.8,540.2,543.8,340724
2020-01-20 05:30:00,549.0,552.2,540.0,543.4,284850
2020-01-21 05:30:00,540.0,552.7,537.0,549.75,384251
2020-01-22 05:30:00,552.0,558.0,542.9,548.2,105884
2020-01-23 05:30:00,551.0,565.0,547.05,553.7,297620
2020-01-24 05:30:00,556.95,570.05,553.7,565.05,230561
2020-01-27 05:30:00,565.0,584.0,555.5,566.0,449617
2020-01-28 05:30:00,561.95,564.95,550.05,552.95,165932
2020-01-29 05:30:00,556.65,559.15,542.2,553.5,253562
2020-01-30 05:30:00,560.0,560.0,530.25,554.65,554123
2020-01-31 05:30:00,558.1,563.0,541.1,545.55,168229
2020-02-01 05:30:00,540.7,554.0,513.95,520.4,376616
2020-02-03 05:30:00,520.4,534.0,500.05,524.7,447212
2020-02-04 05:30:00,528.95,544.0,525.05,540.3,206308
2020-02-05 05:30:00,540.8,559.0,532.8,537.75,369493
2020-02-06 05:30:00,539.9,549.0,528.45,537.9,153704
2020-02-07 05:30:00,537.9,539.8,526.0,533.7,123937
2020-02-10 05:30:00,537.0,537.0,518.7,524.95,165790
2020-02-11 05:30:00,526.1,532.95,515.2,519.5,125932
2020-02-12 05:30:00,520.0,525.95,516.5,520.7,122854
2020-02-13 05:30:00,519.5,523.7,511.05,517.3,185290
2020-02-14 05:30:00,518.45,523.0,506.0,507.1,107214
2020-02-17 05:30:00,508.35,511.75,492.95,502.4,259122
2020-02-18 05:30:00,499.9,519.8,499.0,510.55,772348
2020-02-19 05:30:00,518.7,518.7,506.2,510.2,584140
2020-02-20 05:30:00,510.1,524.0,509.55,517.95,161880
2020-02-24 05:30:00,516.9,531.0,512.3,518.15,195129
2020-02-25 05:30:00,521.0,525.75,519.0,520.05,101573
2020-02-26 05:30:00,518.8,518.8,506.65,513.4,135537
2020-02-27 05:30:00,512.0,519.5,508.05,514.7,92894
2020-02-28 05:30:00,500.0,521.95,487.6,509.95,785992
2020-03-02 05:30:00,512.3,522.0,512.05,516.0,200561
2020-03-03 05:30:00,524.0,524.7,506.7,516.6,222850
2020-03-04 05:30:00,515.0,519.5,492.65,505.9,573290
2020-03-05 05:30:00,506.2,512.0,493.0,496.1,225225
2020-03-06 05:30:00,481.0,512.0,476.1,499.7,377391
2020-03-09 05:30:00,492.0,495.95,480.65,492.95,348147
2020-03-11 05:30:00,486.3,492.95,476.0,485.1,197946
2020-03-12 05:30:00,470.0,480.0,426.7,452.9,178107
2020-03-13 05:30:00,423.0,461.0,362.35,456.4,285879
2020-03-16 05:30:00,432.0,450.0,411.55,443.85,630657
