datetime,open,high,low,close,volume
2020-01-01 05:30:00,107.45,110.47,107.28,110.24,13586322
2020-01-02 05:30:00,110.27,110.92,109.6,110.02,5659508
2020-01-03 05:30:00,109.54,109.85,107.85,108.84,7339873
2020-01-06 05:30:00,108.27,109.37,106.02,108.89,7336902
2020-01-07 05:30:00,108.92,109.68,107.79,108.1,13988653
2020-01-08 05:30:00,107.31,107.68,106.49,107.45,9428128
2020-01-09 05:30:00,108.24,109.06,107.79,108.81,7695567
2020-01-10 05:30:00,109.23,109.23,107.71,108.36,4108343
2020-01-13 05:30:00,108.5,109.96,108.16,109.85,27613432
2020-01-14 05:30:00,109.85,110.72,109.54,110.1,5979329
2020-01-15 05:30:00,110.19,110.41,108.78,109.54,7096804
2020-01-16 05:30:00,109.46,111.49,109.46,110.78,8530963
2020-01-17 05:30:00,110.5,111.57,109.2,111.32,4686640
2020-01-20 05:30:00,115.26,118.99,114.62,115.4,49214484
2020-01-21 05:30:00,114.84,115.21,112.22,113.12,17240701
2020-01-22 05:30:00,113.06,114.11,108.86,112.81,56645087
2020-01-23 05:30:00,110.95,116.96,109.34,113.88,225494113
2020-01-24 05:30:00,110.78,111.74,109.54,111.06,16111300
2020-01-27 05:30:00,110.75,110.78,108.44,108.84,8193385
2020-01-28 05:30:00,108.84,108.84,106.64,107.4,9151639
2020-01-29 05:30:00,107.4,109.29,106.72,108.5,17556092
2020-01-30 05:30:00,108.5,110.1,107.93,109.62,26320069
2020-01-31 05:30:00,110.13,110.24,104.38,105.37,63826397
2020-02-01 05:30:00,105.34,105.34,99.78,102.86,41067966
2020-02-03 05:30:00,102.01,106.58,100.07,105.65,16288475
2020-02-04 05:30:00,106.21,110.13,106.02,109.6,14171863
2020-02-05 05:30:00,109.46,110.36,106.02,106.78,14513968
2020-02-06 05:30:00,107.12,109.26,106.38,108.78,9152703
2020-02-07 05:30:00,108.72,108.72,106.33,107.37,18013311
2020-02-10 05:30:00,107.54,107.76,104.18,105.23,30395631
2020-02-11 05:30:00,106.3,107.82,106.07,106.86,32375431
2020-02-12 05:30:00,107.17,108.21,106.33,106.78,16345985
2020-02-13 05:30:00,106.47,107.79,105.85,107.45,18534661
2020-02-14 05:30:00,107.43,107.93,103.42,103.82,23771054
2020-02-17 05:30:00,104.32,104.77,101.81,103.53,17626117
2020-02-18 05:30:00,102.97,105.09,101.98,104.32,30802680
2020-02-19 05:30:00,104.89,105.99,103.2,105.73,22257954
2020-02-20 05:30:00,105.73,107.54,104.83,106.72,25842888
2020-02-24 05:30:00,106.58,106.69,104.35,104.94,14884148
2020-02-25 05:30:00,104.94,105.85,104.52,104.97,17762910
2020-02-26 05:30:00,104.32,106.24,103.73,104.8,17070872
2020-02-27 05:30:00,104.38,105.85,102.24,105.14,28400866
2020-02-28 05:30:00,103.45,104.49,101.02,102.35,27940944
2020-03-02 05:30:00,103.62,105.56,102.49,103.48,19491168
2020-03-03 05:30:00,103.65,109.79,102.66,108.1,15999208
2020-03-04 05:30:00,107.54,111.65,106.33,111.12,16896897
2020-03-05 05:30:00,110.56,112.53,109.71,110.5,9690978
2020-03-06 05:30:00,107.43,108.61,106.1,107.48,14336052
2020-03-09 05:30:00,104.27,106.35,100.35,102.04,69435359
2020-03-11 05:30:00,101.22,103.7,99.95,102.29,42498089
2020-03-12 05:30:00,99.36,100.32,92.9,93.67,58274357
2020-03-13 05:30:00,91.8,97.33,84.3,94.68,44505997
2020-03-16 05:30:00,91.58,91.86,87.41,89.07,39570079
2020-03-17 05:30:00,88.28,96.06,87.83,91.35,35372451
2020-03-18 05:30:00,92.48,92.99,68.88,81.29,119609289
2020-03-19 05:30:00,81.99,85.66,79.0,82.98,43929689
2020-03-20 05:30:00,83.6,91.27,83.6,88.67,131157223
2020-03-23 05:30:00,79.82,87.89,79.82,86.28,39566457
2020-03-24 05:30:00,85.74,88.65,81.99,83.06,42197627
2020-03-25 05:30:00,83.74,88.51,83.66,84.73,23251410
2020-03-26 05:30:00,84.92,91.18,83.04,89.3,25265798
2020-03-27 05:30:00,89.44,93.75,88.34,90.23,28811539
2020-03-30 05:30:00,87.41,90.17,86.31,87.77,22308426
2020-03-31 05:30:00,89.32,91.24,88.2,89.72,24776436
2020-04-01 05:30:00,89.66,91.33,86.36,87.18,14146662
2020-04-03 05:30:00,87.15,90.48,85.57,88.08,21014161
2020-04-07 05:30:00,90.79,91.3,88.2,89.1,24680156
2020-04-08 05:30:00,89.04,91.75,87.55,89.3,21427567
2020-04-09 05:30:00,90.73,94.0,89.3,92.74,15568811
2020-04-13 05:30:00,92.48,92.99,88.67,90.2,14864023
2020-04-15 05:30:00,91.04,92.42,89.35,89.97,25187436
2020-04-16 05:30:00,89.21,94.0,88.82,92.14,31072886
2020-04-17 05:30:00,94.54,97.7,92.62,94.6,18490003
2020-04-20 05:30:00,95.41,95.41,91.44,93.33,24116601
2020-04-21 05:30:00,92.48,93.61,91.44,91.72,13881102
2020-04-22 05:30:00,90.23,91.78,88.31,91.47,19653223
2020-04-23 05:30:00,91.07,91.3,88.87,89.1,32048428
2020-04-24 05:30:00,88.53,90.28,87.83,89.75,33051453
2020-04-27 05:30:00,91.07,91.07,88.9,90.0,9737596
2020-04-28 05:30:00,90.25,90.45,88.42,88.65,26069400
2020-04-29 05:30:00,89.94,90.56,87.97,89.13,14473078
2020-04-30 05:30:00,90.0,92.17,88.65,91.38,18656557
2020-05-04 05:30:00,90.73,91.07,88.87,89.69,12566890
2020-05-05 05:30:00,91.04,93.52,90.34,92.28,18259782
2020-05-06 05:30:00,91.86,93.98,91.75,93.27,12821641
2020-05-07 05:30:00,92.28,93.05,90.79,91.21,8539959
2020-05-08 05:30:00,91.69,91.69,89.15,89.66,30821520
2020-05-11 05:30:00,89.83,91.58,89.3,89.55,9429788
2020-05-12 05:30:00,89.38,93.05,88.93,92.09,19937839
2020-05-13 05:30:00,96.68,96.94,91.38,93.98,27107877
2020-05-14 05:30:00,92.48,92.48,90.23,90.68,26388376
2020-05-15 05:30:00,89.77,91.21,89.24,90.11,19961620
2020-05-18 05:30:00,90.14,90.34,86.45,87.12,32816130
2020-05-19 05:30:00,87.41,89.83,86.84,89.13,12245846
2020-05-20 05:30:00,88.11,90.59,87.83,89.35,24615537
2020-05-21 05:30:00,88.84,90.14,88.53,89.61,17133160
2020-05-22 05:30:00,88.53,89.1,86.9,87.89,25018224
2020-05-26 05:30:00,88.05,89.49,87.69,88.73,18466439
2020-05-27 05:30:00,88.73,89.04,87.83,88.62,22598458
